"","name","iata_code","icao_code"
"6132","SAO PAULO AIR TRANSPORTS LTDA",NA,"SCB"
"6133","AIR SAO TOME AND PRINCIPE",NA,"EQL"
"6134","Sao Tome And Principe Airlines",NA,"OTN"
"6135","Sapsan Airline",NA,"KGB"
"6136","SAR - SERVICO AEREO REGIONAL",NA,"MSG"
"6137","Saratov Aviation Plant",NA,"SVP"
"6138","Sarit Air Lines",NA,"SRW"
"6139","Sark International Airways",NA,"JIM"
"6140","SAS SCANDINAVIAN AIRLINES NORGE AS",NA,"CNO"
"6141","Saskatchewan Government Air Ambulance Service",NA,"SLG"
"6142","Saskatchewan Government Executive Air Service",NA,"SGS"
"6143","SATCO","S3",NA
"6144","Satellite Aero",NA,"SXX"
"6145","Satgur Air Transport",NA,"TGR"
"6146","Satsair",NA,"SYK"
"6147","Savanah Airlines",NA,"SNI"
"6148","Savanair",NA,"SVN"
"6149","SC FLY LILI SRL",NA,"LIL"
"6150","Scheduled Airlines Traffic Offices, Inc.","XD",NA
"6151","Scottish Airways Flyers",NA,"SKO"
"6152","Sea Air",NA,"SIB"
"6153","Seaborne  Airlines","BB*",NA
"6154","Seacoast Airlines",NA,"SCC"
"6155","Seagreen Air Transport",NA,"ESA"
"6156","SEAPORT AIRLINES, INC. (PORTLAND, OR)",NA,"SQH"
"6157","Sector Airlines",NA,"XTR"
"6158","Securite Civile Francaise",NA,"FRU"
"6159","Sedalia, Marshall, Boonville Stage Line",NA,"STG"
"6160","Selcon Airlines",NA,"SEO"
"6161","SelectJet",NA,"JSL"
"6162","SENEAM",NA,"XMX"
"6163","Senok Aviation",NA,"MVS"
"6164","Senor Air",NA,"SEN"
"6165","Sentel Corporation",NA,"SEL"
"6166","Air Service State Company",NA,"RSZ"
"6167","Air Service Vosges",NA,"VGE"
"6168","Air Service","X7*",NA
"6169","Serviceair",NA,"GYG"
"6170","Aero Services",NA,"BAS"
"6171","PRIVATE AIRLINES SERVICES LTD",NA,"OZB"
"6172","Aero Services",NA,"RSG"
"6173","Aero Servicio Corporativo",NA,"SRV"
"6174","Aero Servicio Guerrero",NA,"GUE"
"6175","Servicio Leo Lopez",NA,"LLA"
"6176","Servicio Aereo Saltillo",NA,"SES"
"6177","Servicio Superior Ejecutivo",NA,"SPT"
"6178","Servicio Tecnico Aero De Mexico",NA,"SDX"
"6179","Servicio Y Mantenimiento Tecnico DQ",NA,"SDQ"
"6180","Servicios Aereos Del Centro.",NA,"SCV"
"6181","SERVICIOS AEREOS COSTA CALIDA, S.L.",NA,"SCG"
"6182","Servicios Aereos Dandy",NA,"DDY"
"6183","Servicios Aereos Denim",NA,"DNI"
"6184","Servicios Aereos Ejecutivos De La Laguna",NA,"LGU"
"6185","SERVICIOS AEREOS EJECUTIVOS SAEREO S.A.",NA,"SRO"
"6186","Servicios Aereos Elite",NA,"ETE"
"6187","Servicios Aereos Gana",NA,"GNA"
"6188","SERVICIOS AEREOS INTEGRALES S.A. (FLYANT)",NA,"FYA"
"6189","Servicios Aereos Interestatales",NA,"TTD"
"6190","Servicios Aereos Luce",NA,"SEB"
"6191","Servicios Aereos M.T.T.",NA,"MTG"
"6192","Servicios Aereos La Marquesa",NA,"SMD"
"6193","Servicios Aereos Monarrez",NA,"NRZ"
"6194","Servicios Aereos Moritani",NA,"MRI"
"6195","Servicios Aereos Nacionales S.A. SANSA","RZ*",NA
"6196","Servicios Aereos Del Nazas",NA,"NAZ"
"6197","Servicios Aereos De Nicaragua",NA,"SNE"
"6198","Servicios Aereos Noticiosos",NA,"OSS"
"6199","Servicios Aereos Palenque",NA,"SPQ"
"6200","Servicios Aereos Poblanos",NA,"POB"
"6201","Servicios Aereos Premier",NA,"PMR"
"6202","Servicios Aereos Saar",NA,"SVS"
"6203","Compania De Servicios Aereos (SAESA)",NA,"SSS"
"6204","Servicios Aereos San Cristobal",NA,"SCI"
"6205","Servicios Aereos Slainte",NA,"SLS"
"6206","Servicios Aereos Soffly",NA,"OFY"
"6207","Servicios Aereos Sucre (SASCA)",NA,"SSU"
"6208","SERVICIOS AEREOS SURTEP, S.A. DE C.V.",NA,"SRT"
"6209","Servicios Aereos Tamazula",NA,"TZU"
"6210","Compania De Servicios Aereos Tavisa",NA,"TAV"
"6211","Servicios Aereos Universitarios",NA,"UNT"
"6212","Servicios Aeronauticos De Oriente",NA,"SVO"
"6213","SERVICIOS AERONAUTICOS AERO PERSONAL, S.A. DE C.V.",NA,"SRL"
"6214","Servicios De Alouiler Aereo",NA,"SQL"
"6215","Servicios Corporativos Aereos De La Laguna",NA,"SPL"
"6216","Servicios Dinamicos De Aviacion",NA,"SDI"
"6217","Aero Servicios Ejecutivas Del Pacifico",NA,"SEF"
"6218","Servicios Ejecutivos Aereos Viz",NA,"SVZ"
"6219","Aero Servicios Ejecutivos Internacionales",NA,"SII"
"6220","Aero Servicios Empresariales",NA,"EMS"
"6221","Servicios Empresariales Y Administrativos",NA,"ERD"
"6222","Servicios Especiales Del Pacifico Jalisco",NA,"SJL"
"6223","Aero Servicios Platinum",NA,"PNU"
"6224","Aero Servicios Regiomontanos",NA,"ERI"
"6225","Aero Servicios",NA,"RVI"
"6226","SERVICIOS STARLIT CARUSO, S.A. DE C.V.",NA,"CRU"
"6227","SERVICIOS DE TAXI AEREOS, S.A. DE C.V.",NA,"SXT"
"6228","Servicios De Transporte Aerec",NA,"SVI"
"6229","Aero Servicios Vanguardia",NA,"VNG"
"6230","Servicos De Aerotransportacion De Aquascalientes",NA,"STD"
"6231","Servisair",NA,"SGH"
"6232","Servivios Aereos Centrales",NA,"CEE"
"6233","Sesatslab Proof-of-Concept Flights, Embry-Riddle University",NA,"XSL"
"6234","SEVERN AVIATION LTD",NA,"GDA"
"6235","SEYCHELLES AIRLINES PTY LTD",NA,"SCH"
"6236","SFS AVIATION CO., LTD",NA,"SIC"
"6237","SH Bellawings Airlines",NA,"CBW"
"6238","Shah Air",NA,"MOL"
"6239","Shaheen Airport Services",NA,"SHN"
"6240","Shahin Ball Parvaz",NA,"SBP"
"6241","Shakh Air",NA,"RKN"
"6242","Shalom Air Services",NA,"FFH"
"6243","Shandong Nanshan International Flight",NA,"NSY"
"6244","Shanghai Kingjet General Aviation",NA,"KJT"
"6245","Shanxi Shenfei Jet",NA,"SXJ"
"6246","Shanxi Victory General Aviation",NA,"VGA"
"6247","Shar Ink",NA,"UGP"
"6248","Shavano Air",NA,"SHV"
"6249","Shawbury FTU",NA,"SYS"
"6250","Shenzhen Funian Jet Aviation",NA,"HYN"
"6251","Shenzhen Gulf Aviation",NA,"GAE"
"6252","Shenzhen United Business Jet",NA,"HFJ"
"6253","SHIRAK AVIA LLC",NA,"SHS"
"6254","Shiv Air",NA,"HJI"
"6255","Shoprite Group",NA,"SHG"
"6256","SHORELINE AVIATION, LLC (OXFORD, CT)",NA,"SDB"
"6257","SHS ANTWERP AVIATION N.V. (DBA VLM REGIONAL)      ",NA,"VLM"
"6258","Shtotz Agro Service",NA,"SZG"
"6259","Shuangyang General Aviation",NA,"CSY"
"6260","Shun Tak-China Travel Ship Mgmt. Ltd","8S*",NA
"6261","Shuswap Air",NA,"SFC"
"6262","Sibia",NA,"SBD"
"6263","SIEM REAP AIRWAYS INTERNATIONAL",NA,"SRH"
"6264","Sierra Express",NA,"SIE"
"6265","Sierra Expressway Airlines",NA,"SRX"
"6266","Silk Road Airline",NA,"KMS"
"6267","Aero Silza",NA,"SIZ"
"6268","Simargl",NA,"SMN"
"6269","Simpson Air",NA,"NCS"
"6270","Sincom-Avia",NA,"INK"
"6271","Sisav",NA,"SSA"
"6272","SKA SA Aircraft Leasing",NA,"KLA"
"6273","Skargardsflyg",NA,"LND"
"6274","Skif-Air",NA,"USK"
"6275","Skimaster Guinea Ecuatorial",NA,"KIM"
"6276","Sky Aircraft Service",NA,"SGM"
"6277","AERO SKY S.L.",NA,"ASK"
"6278","Sky Aviation",NA,"SSY"
"6279","Sky Bird Airlines",NA,"SBL"
"6280","Sky Bus",NA,"FLH"
"6281","Sky Cabs",NA,"SCB"
"6282","Sky Cam",NA,"SCK"
"6283","Sky Exec Aviation Services",NA,"SXC"
"6284","Sky Handling",NA,"SYH"
"6285","Sky Harbor Air Service",NA,"SHC"
"6286","Sky Harbor Air Service",NA,"SKD"
"6287","Sky Line For Air Services",NA,"SLY"
"6288","Sky Messaging",NA,"KYD"
"6289","Sky Net Airline",NA,"SKJ"
"6290","Sky One Express Airlines",NA,"SYF"
"6291","Sky Prim Air",NA,"KPM"
"6292","SKY SERVICE AVIATION, S.L.",NA,"SSA"
"6293","Sky Services Malta",NA,"SYM"
"6294","Sky Taxi Sp. Z.o.o","TE",NA
"6295","Sky Tours",NA,"SKE"
"6296","Sky Travel",NA,"RVU"
"6297","Skyblue Aviation",NA,"SBV"
"6298","SKYBOSNIA D.O.O.",NA,"SBN"
"6299","Skybridge Airops",NA,"KYB"
"6300","SKYBUS AIRLINES, INC. (COLUMBUS, OH)",NA,"SKB"
"6301","SKYBUS JET LTD",NA,"BSJ"
"6302","Skycraft",NA,"SKF"
"6303","Skyfreight",NA,"SFT"
"6304","Skyhaul",NA,"HAU"
"6305","SKYKING LTD",NA,"SKI"
"6306","Skylight",NA,"LSK"
"6307","Skyline Aviation Services",NA,"SKN"
"6308","Skyline",NA,"SMT"
"6309","SKYMASTER AIR LINES LTDA",NA,"SKC"
"6310","Skymaster Air Taxi",NA,"SDD"
"6311","Skyplan Services",NA,"XXS"
"6312","Skyrover",NA,"WLK"
"6313","Skyscapes Air Charters",NA,"SKR"
"6314","Skystar International",NA,"SSK"
"6315","Skyven Cielos De Venezuela",NA,"VSK"
"6316","Skyworld Airlines",NA,"SPC"
"6317","Slim Aviation Services",NA,"SHX"
"6318","Slok Air",NA,"SLB"
"6319","Slovak National Aeroclub",NA,"SQA"
"6320","SMA Airlines",NA,"SMA"
"6321","Smart Aviation",NA,"SMV"
"6322","Smart Cargo",NA,NA
"6323","Smithair",NA,"SMH"
"6324","Smithkline Beacham Clinical Labs",NA,"SBQ"
"6325","SMM Flight Services",NA,"SMY"
"6326","SNCF SURETE",NA,"GYR"
"6327","Sociedad Aeronautica Peninsular",NA,"SAL"
"6328","SOCIEDAD DE SALVAMENTO Y SEGURIDAD MARITIMA",NA,"SSM"
"6329","SOCIETE ANONYME DE TRANSPORT ET TRAVAUX AERIENS DE  MADAGASCAR (TAM)",NA,"TML"
"6330","Societe Tout Transport Mauritanien",NA,"TTM"
"6331","Societe De Transport Aerien De Mauritanie",NA,"NSC"
"6332","Socofer",NA,"SCF"
"6333","Aero Soga",NA,"SOG"
"6334","Sokol",NA,"PIV"
"6335","SOL LINEAS AEREAS URUGUAYAS (CUWEROY S.A.)",NA,"SGA"
"6336","SOL AIR",NA,"SOF"
"6337","Air Soleil, Societe",NA,"SOE"
"6338","SOLENTA AVIATION - CI",NA,"SIV"
"6339","Solis Aviation",NA,"SOF"
"6340","Soluciones Aereas De La Laguna",NA,"LRG"
"6341","Air Solutions",NA,"LKY"
"6342","SONI AVIONES, S.A. DE C.V.",NA,"SNO"
"6343","Sontair",NA,"STI"
"6344","Soonair Lines",NA,"SNL"
"6345","Air Sorel",NA,"WHY"
"6346","Sorens Aero",NA,"SSE"
"6347","SOSOLISO LIMITED",NA,"OSL"
"6348","South African Historic Flight",NA,"SYY"
"6349","South Carolina Aeronautics Commission",NA,"PLT"
"6350","South Cerney",NA,"CRY"
"6351","South Coast Aviation (Bournemouth) Ltd.",NA,"GAD"
"6352","Air South",NA,"KKB"
"6353","SOUTH PACIFIC EXPRESS HOLDINGS LIMITED",NA,"SXP"
"6354","South Pacific Island Airways",NA,"SPI"
"6355","Southeast Airmotive",NA,"SPU"
"6356","Southeast Correct Craft",NA,"SOT"
"6357","Southeast Air",NA,"SEA"
"6358","Southeast Airlines",NA,"SNK"
"6359","Southeastern Airways",NA,"PTM"
"6360","Southend Cargo Airlines",NA,"SYZ"
"6361","Southern Aviation",NA,"SOI"
"6362","Southern Gateway",NA,"SGE"
"6363","Southern Ohio Aviation Sales",NA,"SOH"
"6364","Southern Seaplane",NA,"SSC"
"6365","Southflight Aviation",NA,"SFL"
"6366","Space World Airline",NA,"SPF"
"6367","SPANAIR",NA,"JKK"
"6368","Spark+",NA,"BVV"
"6369","SPASA",NA,"SPS"
"6370","Spec Energy",NA,"SGC"
"6371","Specavia",NA,"BHV"
"6372","Air Special",NA,"ASX"
"6373","Special Aviation Systems",NA,"SYV"
"6374","Special Ground Handling Service","XH","XXH"
"6375","Specsavers Aviation",NA,"SSZ"
"6376","Spectrem Air",NA,"CDS"
"6377","Spectrum Aviation Incorporated",NA,"LSP"
"6378","SPECTRUM AVIATION",NA,"SPJ"
"6379","Speed Fly",NA,"SFD"
"6380","Air Spirit",NA,"SIP"
"6381","Spirt Of Africa Airlines",NA,"SDN"
"6382","Air Sport",NA,"MSK"
"6383","Sprague Electric Co.",NA,"SPE"
"6384","Air-Spray",NA,"ASB"
"6385","Springbok Classic Air",NA,"SPB"
"6386","Springfield Air",NA,"IBG"
"6387","Spurwing Airlines",NA,"PUR"
"6388","Sqiva","Q1",NA
"6389","SR Jet",NA,"QSR"
"6390","St. Athan MU",NA,"STN"
"6391","Stabo Air Limited","4E",NA
"6392","Stabo Freight",NA,"SOB"
"6393","Star Aerospace",NA,"SFI"
"6394","Star Aviation",NA,"DST"
"6395","Star Aviation",NA,"STA"
"6396","STAR AVIATION PVT. LTD",NA,"SVP"
"6397","Star Service International",NA,"SSD"
"6398","Star West Aviation",NA,"SUU"
"6399","Star Work Sky",NA,"SWP"
"6400","Stars Airways",NA,"FOZ"
"6401","Starship",NA,"HIP"
"6402","State Air Traffic Service Enterprise",NA,"UTS"
"6403","Stella Aviation",NA,"SLV"
"6404","Stephens Investment Holdings",NA,"RKK"
"6405","Sterling Aviation",NA,"NSH"
"6406","STERLING AIR A/S",NA,"SNB"
"6407","Stewart Aviation Services",NA,"YBE"
"6408","Stichting Vliegschool 16Hoven",NA,"VGS"
"6409","Strato Air Services",NA,"SRZ"
"6410","Stream Air",NA,"VPT"
"6411","Streamline Aviation",NA,"SSW"
"6412","Streamline Ops",NA,"STO"
"6413","Streamline",NA,"SLE"
"6414","Sudan Pezetel For Aviation",NA,"SDZ"
"6415","Sudanese Aeronautical Services",NA,"SAC"
"6416","Sudanese States Aviation",NA,"SNV"
"6417","Aero Sudpacifico",NA,"SDP"
"6418","Sukhoi Design Bureau Company",NA,"SDB"
"6419","Sultan Of Oman Air Force",NA,"OMN"
"6420","Air Sultan",NA,"SSL"
"6421","SUMMIT AIRLINES (PHILADELPHIA, PA)",NA,"SMM"
"6422","Sun Pacific International",NA,"SNP"
"6423","Sun Quest Executive Air Charter",NA,"SNQ"
"6424","Sun Ritz Jet",NA,"RZT"
"6425","Sun Air",NA,"SUR"
"6426","Sun West Airlines",NA,"SNW"
"6427","Sunair Air One",NA,"LEO"
"6428","Sunair",NA,"SNF"
"6429","Sunbird Airlines",NA,"CDL"
"6430","Suncoast Aviation",NA,"SNT"
"6431","SUNFLOWER AIRLINES LIMITED",NA,"SUF"
"6432","SUNLIGHT EXPRESS AIRWAYS",NA,"RLB"
"6433","Sunline Airlines",NA,"JAM"
"6434","SUNRISE AIRLINES (PAGE, AZ)",NA,"SDC"
"6435","Sunset Aviation",NA,"VXN"
"6436","Sunshine Express Airline",NA,"EXL"
"6437","Sunu Air",NA,"SUG"
"6438","Sunwest Aviation",NA,"SWS"
"6439","PT. SUPER AIR JET",NA,"SJV"
"6440","Super Luza",NA,"SLZ"
"6441","Superior Aviation Services",NA,"SUK"
"6442","Superior International Airlines",NA,"SSI"
"6443","Support Helicopter Force",NA,"SHF"
"6444","SuriJet.com",NA,"SRJ"
"6445","AERO SURVEY LTD",NA,"IKM"
"6446","Survey Udara Penas",NA,"PNS"
"6447","Sutra","1K",NA
"6448","SUWAIKET AVIATION",NA,"SWK"
"6449","Swallow Aviacion",NA,"PRK"
"6450","Swanton Morley (RAF)",NA,"SMX"
"6451","SWIFT AIR",NA,"SFL"
"6452","Swissboogie Parapro",NA,"SWB"
"6453","Syerston FTU",NA,"SYO"
"6454","Szer-Bon RT",NA,"HSB"
"6455","T Doble A, Empresa De Transportes Aerecs Andahuaylas",NA,"TEA"
"6456","T3 Aviation",NA,"NCC"
"6457","TAB EXPRESS INTERNATIONAL (DELAND, FL)",NA,"TBI"
"6458","Tadair",NA,"TDC"
"6459","TAF-LINHAS AEREAS S/A",NA,"TSD"
"6460","TAHIS - Transportes Aereos Hispanos",NA,"THS"
"6461","Tajikistan International Airlines",NA,"TIL"
"6462","Tajikistan",NA,"TZK"
"6463","Tajouj Aviation",NA,"TUJ"
"6464","Talair",NA,"TAL"
"6465","Tamas Darida Enterprise",NA,"DTE"
"6466","Tar Interpilot",NA,"TPL"
"6467","Tara Air Line",NA,"IRR"
"6468","Taraz Air",NA,"TKL"
"6469","TAS Aviation",NA,"RMS"
"6470","TASA - Trabajos Aereos",NA,"TGE"
"6471","Taxair Mexiquenses",NA,"TQE"
"6472","AIR TAXI (AVIATION CONNECTIVITY AND INFRASTRUCTURE DEVELOPERS PVT. LTD.)",NA,"FAT"
"6473","Taxi Aero Bae",NA,"TBE"
"6474","Air Taxi & Cargo",NA,"WAM"
"6475","Taxi Aereo Cozatl",NA,"TXL"
"6476","TAXI FLY GROUP S.A.",NA,"PRJ"
"6477","Aero Taxi De Los Cabos",NA,"PBO"
"6478","TAXI AEREO DE MORELIA, S.A. DE C.V.",NA,"MOL"
"6479","Taxi Aereo Nacional Del Evora",NA,"TDV"
"6480","Taxi Aereo Del Norte",NA,"XNR"
"6481","Aereo Taxi Paraza",NA,"PZA"
"6482","Aero Taxi Del Potosi",NA,"TPO"
"6483","Aero Taxi",NA,"QAT"
"6484","Taxi Aereo Turistico",NA,"TUO"
"6485","Taxirey",NA,"TXR"
"6486","Taxis Aereos Del Pacifico",NA,"TPF"
"6487","Taxis Aereos Del Valle De Toluca",NA,"TVT"
"6488","Aero Taxis Y Servicios Alfe",NA,"FES"
"6489","Air Tchad",NA,"HTT"
"6490","Tchad Airlines",NA,"TCD"
"6491","TEAM TRANSPORTES AEREOS",NA,"TIM"
"6492","Techtimes Sudamericana","C1",NA
"6493","Tecnicas Fotograficas",NA,"TEF"
"6494","Tehran Airline",NA,"THR"
"6495","TELAVIA D/B/A FLIGHT ONE, INC. (TELLURIDE, CO)",NA,"TDE"
"6496","Teledyne Continental Motors",NA,"TCM"
"6497","Telesis Transair",NA,"TLX"
"6498","TEM ENTERPRISES D\B\A AVELO AIRLINES",NA,"VXP"
"6499","Tempelhof Airways USA",NA,"TEH"
"6500","Tennessee Airways",NA,"TEN"
"6501","Ternhill (RAF)",NA,"THL"
"6502","Terrain Sdp",NA,"SDT"
"6503","Terrex Group",NA,"MXG"
"6504","Territorial Airlines",NA,"TER"
"6505","Texair Charter",NA,"TXA"
"6506","Texas Airways",NA,"CWT"
"6507","Texas Air Charters",NA,"TXT"
"6508","Texas National Airlines",NA,"TXN"
"6509","Texas Airlines",NA,"TXS"
"6510","TG Aviation",NA,"TGC"
"6511","Thai Aerospace Services",NA,"EGP"
"6512","Thai Cargo Airline",NA,"PGC"
"6513","Thai Flying Helicopter Service",NA,"TFH"
"6514","Thai Jet Intergroup",NA,"TIU"
"6515","Thai Tours And Trans Airways",NA,"TTY"
"6516","Thebe Ingenieria Y Consultoria",NA,"IYC"
"6517","THT Air Services",NA,"TAF"
"6518","Tianjin Jeppesen International Flight College",NA,"CHF"
"6519","Tic Air",NA,"TIK"
"6520","TICA AIR INTERNATIONAL, S.A. (AIR COSTA RICA)",NA,"RII"
"6521","Tien-Shan",NA,"TJN"
"6522","Tiffany Air Transport",NA,"TIF"
"6523","Tiramavia",NA,"TVI"
"6524","Titan Aero Airlines",NA,"RTT"
"6525","TJS San Marino",NA,"TSR"
"6526","TLC Air",NA,"TLS"
"6527","Tobruk Air",NA,"TOB"
"6528","Air Today",NA,"TDY"
"6529","TOJ Airlines",NA,"TOJ"
"6530","Tomahawk Airways",NA,"TMK"
"6531","Air Tomisko",NA,"TOH"
"6532","Aero Tomza",NA,"TZA"
"6533","Tomzajet",NA,"TJE"
"6534","TONLESAP AIRLINES",NA,"TSP"
"6535","Top Flight Air Service",NA,"CHE"
"6536","Top-Fly",NA,"TLY"
"6537","Top Speed",NA,"TPD"
"6538","Topair",NA,"TPI"
"6539","Topcliffe FTU",NA,"TOF"
"6540","Topre Corporation","T4",NA
"6541","Air Toronto",NA,"CNE"
"6542","Touraine Helicoptre",NA,"THF"
"6543","Air Tourisme Instruction Services",NA,"RWK"
"6544","Trabajos Aereos Murcianos",NA,"AIM"
"6545","Trabajos Aereos Vascongados",NA,"TVH"
"6546","Tradecraft Nigeria",NA,"TCA"
"6547","Tradewinds Aviation",NA,"TWL"
"6548","Trading Air Cargo",NA,"JCH"
"6549","Traffic Management Corporation (TMC) Airlines",NA,"TMM"
"6550","TRAI THIEN AIR CARGO",NA,"TTG"
"6551","Tram, Societe",NA,"TMQ"
"6552","TRAMON AIR CC",NA,"TMX"
"6553","Tramson",NA,"TRR"
"6554","Trans-Aeromax",NA,"GIX"
"6555","Trans-African Airways",NA,"TSF"
"6556","Trans America",NA,"CLR"
"6557","Trans America Airlines",NA,"TVA"
"6558","Trans Arabian Air Transport",NA,"TRT"
"6559","Trans-Atlantic Airlines",NA,"TGL"
"6560","Trans Atlantic Airlines",NA,"TLL"
"6561","TRANS CARAVAN KG",NA,"TCK"
"6562","Trans Air Charter",NA,"TRC"
"6563","Trans Colorado Airlines",NA,"TCE"
"6564","Trans Continental Airlines",NA,"TCC"
"6565","Trans-Florida Airlines",NA,"TFA"
"6566","Trans International Express",NA,"BAP"
"6567","Trans International Airlines",NA,"TIA"
"6568","Trans-Air-Link",NA,"GJB"
"6569","TRANS MEDITERRANEAN AIRLINES (TMA)",NA,"TMA"
"6570","Trans Midwest Airlines",NA,"TMT"
"6571","Trans-Provincial Airlines",NA,"TPY"
"6572","Trans Reco",NA,"REC"
"6573","Trans Sahara Air",NA,"SBJ"
"6574","Trans-Air Services",NA,"TSN"
"6575","Trans Air Welwitchia",NA,"TWW"
"6576","TRANSAFRICAINE AIR CARGO",NA,"TCG"
"6577","TRANSAFRICAINE S.A.",NA,"TNF"
"6578","Transair France",NA,"TSA"
"6579","Transair Gabon",NA,"TGX"
"6580","Transarabian Transportation Services",NA,"UTT"
"6581","Transaviaservice",NA,"FNV"
"6582","Transavio",NA,"TVO"
"6583","Transcancun Services",NA,"TNC"
"6584","TRANSCARGO",NA,"TRG"
"6585","Transcontinental Sur",NA,"TCT"
"6586","Transcontinental Air",NA,"TCH"
"6587","Transcorp Airways",NA,"TCP"
"6588","Transliz Aviation",NA,"TKA"
"6589","Transliz Aviation (TMS)",NA,"TLZ"
"6590","TRANSMERIDIAN AIRLINES (HOUSTON, TX)",NA,"TRZ"
"6591","Transpax Expres",NA,"TPP"
"6592","Transport Aerien De Mauritanie (TAM)",NA,"TRM"
"6593","Transport Aerien Ouest African",NA,"OUA"
"6594","Transport Africa",NA,"TLF"
"6595","Air Transport Iglesias",NA,"IGL"
"6596","AIRLINE TRANSPORT INCORPORATION",NA,"ATB"
"6597","Air Transport & Transit Regional",NA,"TTO"
"6598","Transport'air",NA,"TSI"
"6599","Transportacion Aerea De Queretaro",NA,"TQR"
"6600","Transportaciones Y Servicios Aereos",NA,"TTR"
"6601","Transporte Amazon Air",NA,"TMZ"
"6602","TRANSPORTE AEREO DE COLOMBIA",NA,"TCB"
"6603","Transporte Aereo Dominicano (TRADO)",NA,"TDO"
"6604","Transporte Ejecutivo Aereo",NA,"EAR"
"6605","Transporte Aereo Ernesto Saenz",NA,"TZE"
"6606","Transporte Aereo Expreso Moche",NA,"APU"
"6607","Aero Transporte La Montana",NA,"RTE"
"6608","Transporte Aereo Techico Ejecutivo",NA,"TTS"
"6609","Transportes Aereos De Acapulco",NA,"LWC"
"6610","Transportes Aereos Amparo",NA,"MPO"
"6611","Transportes Aereos Don Carlos",NA,"DCL"
"6612","Transportes Aereos De Ixtlan",NA,"TDI"
"6613","Transportes Aereos Mexiquenses",NA,"MXQ"
"6614","Transportes Aereos Del Pacifico",NA,"TFO"
"6615","Transportes Aereos Regionales",NA,"TGI"
"6616","Transportes Aereos San Rafael",NA,"SRF"
"6617","Transportes Aereos De Xalapa",NA,"TPX"
"6618","TRANSPORTES EJECUTIVOS PIZA, S.A. DE R.L.",NA,"TEP"
"6619","Aero Transportes Empresariales",NA,"EPL"
"6620","Aero Transportes Del Humaya",NA,"HUY"
"6621","Aereo Transportes Los Angeles De America",NA,"AGI"
"6622","Transportes Nacionales",NA,"THC"
"6623","Transportes Peninsulares Terrestres Aereos Y Maritimos",NA,"TPE"
"6624","Transports Aeriens Du Benin (T.A.B.)",NA,"TSB"
"6625","Transports Aeriens De La Guinee-Bissau",NA,"GBU"
"6626","Air Transse",NA,"TSQ"
"6627","Transteco",NA,"TTC"
"6628","Transwestern Airlines Of Utah",NA,"TRW"
"6629","Travelair",NA,"TLV"
"6630","Travelport / Dba Galileo International","1V",NA
"6631","Travelport Dba Worldspan","1G",NA
"6632","Triair Bermuda",NA,"TBQ"
"6633","Triangle Airline",NA,"TRU"
"6634","Trifly",NA,"SWD"
"6635","TRIP, TRANSPORTE AEREO REGIONAL DO INTERIO PAULISTA LTDA.",NA,"TIB"
"6636","Triple O. Aviation",NA,"TTP"
"6637","Tristar Airlines",NA,"TRY"
"6638","Tristar Air",NA,"TSY"
"6639","Triton Airlines",NA,"DRC"
"6640","Tropic Airlines-Air Molokai",NA,"TRO"
"6641","Tropical International Airways",NA,"TKX"
"6642","TROPICAL AERO SERVICIOS, S.R.L.",NA,"TPD"
"6643","Aero Tropical",NA,"TPB"
"6644","Tropicana Airlines",NA,"TGP"
"6645","Tselina",NA,"TZL"
"6646","TTA -SOCIEDADE DE TRANSPORTE E TRABALHO AEREO, S.A.R.L.",NA,"TTA"
"6647","TTF GmbH",NA,"TFS"
"6648","TTM Korea",NA,"TTK"
"6649","Tunisian Air Force",NA,"TUN"
"6650","Turbine Air Cargo UK Ltd.",NA,"TBC"
"6651","Turbot Air Cargo",NA,"TAC"
"6652","Turismo Aereo De Chile",NA,"TUC"
"6653","Turkestan",NA,"URK"
"6654","Turkish Airlines General Aviation",NA,"TRK"
"6655","TUSAS TURK HAVACILIK VE UZAY SANAYI A.S.",NA,"THS"
"6656","Twente Airlines",NA,"TWO"
"6657","TWIN AIR CALYPSO LIMITED, INC. (FORT LAUDERDALE, FL)",NA,"TNY"
"6658","Twin Cities Air Service",NA,"TCY"
"6659","U S Army Parachute Team",NA,"GKA"
"6660","U.S. Department Of The Interior, Office Of Aircraft Services",NA,"DOI"
"6661","U S AIR FORCE AUXILIARY, CIVIL AIR PATROL (MAXWELL AFB, AL)",NA,"CPF"
"6662","U.S. HELICOPTER CORP. (STRATFORD, CT)",NA,"USH"
"6663","U S Marshals Service, U.S. Department Of Justice",NA,"MSH"
"6664","U.S. Navy Reserve Logistic Air Forces",NA,"CNV"
"6665","U Airlines",NA,"ULG"
"6666","UAE POLICE",NA,"UAP"
"6667","UAS/AEF Boscombe Down",NA,"UAU"
"6668","UCOAVIACION S.L.",NA,"UCO"
"6669","UFS, INC. (ST.LOUIS, MO)",NA,"UFS"
"6670","UG Jet",NA,"UGJ"
"6671","Uganda Royal Airways",NA,"RAU"
"6672","UGANDA AIRLINES CORPORATION",NA,"UGA"
"6673","UK Home Office",NA,"UKP"
"6674","UK Royal / H.R.H. Duke Of York",NA,"LPD"
"6675","UK Royal / VIP Flights",NA,"KRF"
"6676","UK Royal / VIP Flights",NA,"KRH"
"6677","UK Royal VIP Helicopter Flights",NA,"TQF"
